title,abstract,domain,technologies,Year,source_url
Real-Estate-Price-Prediction-Using-Machine-Learning,"Real estate price prediction is a complex task that involves analyzing various factors, including location, property type, size, age, and amenities. Project Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials",Multiple / Unknown,,,https://github.com/Projects-Developer/Real-Estate-Price-Prediction-Using-Machine-Learning
FCP-CSC-18-1080,"Welcome to the Federal University Dutse (FUD) Mentor-Mentee App! This Flutter and Dart-powered application, with Sqflite and Firebase integration, is designed to connect students and staffs for seamless mentorship experiences.",Web / Mobile,flutter,,https://github.com/UGPROJECTS-2023/FCP-CSC-18-1080
Blockchain-Master,"Learning, development and training of Blockchain",Blockchain,blockchain,,https://github.com/Projects-Developer/Blockchain-Master
MangotypeDetection,I make Project on Machine Learning and Artificial Intelligence using python. This project use for Mango Type Detection with leaf...I train a model with my own dataset...,AI / ML,python,,https://github.com/ComputerVision804/MangotypeDetection
Final-Thesis-Collage,Design and Implementation of a Control and Monitoring System for Groundwater Availability Using the Fuzzy Sugeno Method Applied to F1 Red Chili Cultivation,Multiple / Unknown,,,https://github.com/aliefkurnia/Final-Thesis-Collage
Raw2Plate-Fuel-Plus-Netcore,University Assignment (Final Year Project),Multiple / Unknown,,,https://github.com/NightfuryEquinn/Raw2Plate-Fuel-Plus-Netcore
locknroll,A mobile app to control a custom-built smart door lock using Firebase.,Web / Mobile,,,https://github.com/tmthyadms/locknroll
LanguageWars,This repository is put a JavaFinalProject game,Multiple / Unknown,,,https://github.com/KeithLin724/LanguageWars
VU-FYP-survey_builder,"Survey Builder, Final year project, Virtual University of Pakistan - PHP/HTML/Javascript/jQuery/AJAX/XAMP/MySQL",Web / Mobile,"html,javascript,mysql,php",,https://github.com/mi3afzal/VU-FYP-survey_builder
Students-Marks-Prediction-Project,Prediction of marks of students using Machine Learning algorithms.,AI / ML,,,https://github.com/Vatshayan/Students-Marks-Prediction-Project
GamificationUnity,Ini adalah assets gamification app yang digunakan TA 07,Multiple / Unknown,,,https://github.com/FranzSinaga/GamificationUnity
disease-prediction-project-using-expert-system-and-deep-learning,"This project uses both a technology expert system and an artificial neural network to make an intelligence system for disease prediction according to patients symptoms. When the user inputs data, the system classifies you accordingly.",Multiple / Unknown,,,https://github.com/AqueeqAzam/disease-prediction-project-using-expert-system-and-deep-learning
bbms.github.io,To see my work visit,Multiple / Unknown,,,https://github.com/afzal-ahm/bbms.github.io
APCSFinal,Final project for APCS,Multiple / Unknown,,,https://github.com/digitaldisarray/APCSFinal
lotus_femalehealthchatbot,Lotus - Female Health Chatbot,NLP / AI,,,https://github.com/Harshali-Jagtap/lotus_femalehealthchatbot
genetic_greedy_algorithm,,Multiple / Unknown,,,https://github.com/zhorahmatt/genetic_greedy_algorithm
bcasem6finalproject,My B.C.A Final Year Project 😊 This Is My First Project Core PHP in 2017,Multiple / Unknown,"c,php",,https://github.com/hasmukh-dharajiya/bcasem6finalproject
realtime-editor,SynCode is a real time web-based code editor with multi-language support compiler,Multiple / Unknown,,,https://github.com/Sarguroh20/realtime-editor
BLOOD-GROUP-DETECTION-USING-FINGERPRINT,"BLOOD GROUP DETECTION USING FINGERPRINT Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials",Multiple / Unknown,,,https://github.com/Projects-Developer/BLOOD-GROUP-DETECTION-USING-FINGERPRINT
BharatCoin-Cryptocurrency-Project,"Top Class Cryptocurrency Project with Code, Documents and Research Papers",Multiple / Unknown,,,https://github.com/Vatshayan/BharatCoin-Cryptocurrency-Project
PLANT-HEALTH-CHECK-ASSISTANCE,"A Good beginner Friendly ML Deep-Learning Model that predicts the disease in  🌱plants, and to gain useful insights with the easy to  use web ui and a chat assistance to deal with the disease and make preventions....",Multiple / Unknown,,,https://github.com/AbiNash1017/PLANT-HEALTH-CHECK-ASSISTANCE
Computer-Science-Projects,"Computer Science Projects Website where any kind of Help is given on any Topics, Projects, Assignments, and Research Papers.",Multiple / Unknown,,,https://github.com/Vatshayan/Computer-Science-Projects
Stock-price-prediction-using-Deep-learning-project,"This project aims to develop a deep learning-based model for predicting stock prices. Stock Price Predicton Using Deep Learning Project Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials",AI / ML,,,https://github.com/Projects-Developer/Stock-price-prediction-using-Deep-learning-project
Blog-Portal-Frontend,"Full Stack Blog Portal Application (Spring Boot, ReactJS, MongoDB, Docker, Kubernetes, Terraform)",Web / Mobile,"docker,kubernetes,mongodb",,https://github.com/Blog-Portal/Blog-Portal-Frontend
2019-fyp,Final year project for Computer Applications 2019,Multiple / Unknown,,,https://github.com/gillmullen/2019-fyp
elevate,Elevate - Project For MTA,Multiple / Unknown,,,https://github.com/mikaelhachaturian/elevate
mohit-youtube,"🎬 Build your own YouTube! A modern YouTube clone with React, TypeScript & Material-UI, featuring seamless playback, infinite scroll, dark mode & more – fast, responsive, and feature-packed! 🚀🎥",Web / Mobile,"react,typescript",,https://github.com/Mohit-Nippanikar78/mohit-youtube
Health-Chatbot,An AI-powered personalized health assistant evolving into a comprehensive Health Super App with on-device processing capabilities.,Multiple / Unknown,,,https://github.com/vinayakvthayil/Health-Chatbot
Android-Malware-Detection-Project,"The Android Malware Detection Project aims to design and develop a system that can detect and identify malicious software (malware) on Android devices. Project Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials",Web / Mobile,android,,https://github.com/Projects-Developer/Android-Malware-Detection-Project
Snake_game_in_python_using_turtle,Developer/Creator: Aishik Mukherjee,Multiple / Unknown,,,https://github.com/aishikmukherjee/Snake_game_in_python_using_turtle
E-Commerce-Application,A full-stack E-commerce application inspired by InstaCart built using MERN stack,Multiple / Unknown,,,https://github.com/Hamza-Sajid/E-Commerce-Application
backend-TFG,Bachelor's Degree Final Project (TFG) - Backend Repository,Multiple / Unknown,,,https://github.com/iamabhijeet2003/backend-TFG
Template,Code Euler 2D,Multiple / Unknown,,,https://github.com/AER8875-Projet-integrateur-IV/Template
CPP_FinalProject_RTED,"This project implements a Quadratic Equation solver using operator overloading, Rule of Three/Five, and const-correctness (Task 1) and a Vet Management system with inheritance, RTTI, singleton pattern, and dynamic memory management for animal health tracking (Task 2).",Multiple / Unknown,,,https://github.com/HaimOzer123/CPP_FinalProject_RTED
Final-Year-Project-Thesis,Config files for my GitHub profile.,Multiple / Unknown,,,https://github.com/final-year-project-thesis-help/Final-Year-Project-Thesis
psychic-octo-bassoon,E-Memo System Frontend,Multiple / Unknown,,,https://github.com/PeaceOloruntoba/psychic-octo-bassoon
pcos-app-aly,"Final Year Project — PCOS & Insulin Resistance wellness app (React Native + Expo + Firebase). Track cycles, meals & symptoms, get insights, gentle nudges, and pro content.",Web / Mobile,react,,https://github.com/AlyshaAnne/pcos-app-aly
Digital-Archaeological-Newspaper-System,Digital Archaeological Newspaper System,Multiple / Unknown,,,https://github.com/sayaselva/Digital-Archaeological-Newspaper-System
mob_monitoring_api,This repository contains the code for the API backend of the Mob Monitoring System built using C# .NET Framework. The API backend provides a scalable and efficient way to manage and store data for the mobile app. The backend includes features like CRUD operations for managing mobbed events.,Web / Mobile,c,,https://github.com/osamaaleem/mob_monitoring_api
MedCareHub,"This project delivers an integrated technological solution designed to enhance hospital operations by efficiently managing patient flow through advanced queuing models, optimizing bed allocation with real-time tracking, streamlining patient admissions, and controlling inventory of medicines and consumables.",Multiple / Unknown,,,https://github.com/Jenishkr/MedCareHub
Needle360-frontend,Digital Marketplace and Community Hub for Tailoring Industry in Sri Lanka,Multiple / Unknown,,,https://github.com/Rizz-33/Needle360-frontend
ayamku,Food Outlet AyamKu Delivery App for Final Year Project,Multiple / Unknown,,,https://github.com/Fadzaa/ayamku
API-calculation-of-solar-explosions-in-frequency-Terahertz,API Developed over the code of Wellington (2016) for calculating solar explosions in the range TeraHertz,Multiple / Unknown,,,https://github.com/faganello60/API-calculation-of-solar-explosions-in-frequency-Terahertz
RogiDoot-VirtualCare,"RogiDoot-VirtualCare is an advanced open-source project integrating a mobile app and IoT-enabled diagnostic hardware to provide comprehensive and accessible healthcare solutions, especially in rural areas. This project harnesses custom AI technology to deliver accurate diagnoses, tailored treatment suggestions, and valuable health references.",IoT / Embedded,iot,,https://github.com/Sukarnascience/RogiDoot-VirtualCare
TFG_Doc,:notebook_with_decorative_cover: :memo: [FYP][GrAL][TFG] My Final Year Project memory and documentation,Multiple / Unknown,,,https://github.com/ander94lakx/TFG_Doc
Diet-and-nutrition-management-system-Documentation,This is The Final Year project proposal,Multiple / Unknown,,,https://github.com/onensensy/Diet-and-nutrition-management-system-Documentation
7th_sem_project_machine_learning,machine learning project using logistic regresion and random forest with hyper tuned,AI / ML,,,https://github.com/DenishLamichhane/7th_sem_project_machine_learning
FamilyPoints-TFG-2023-24,Main repository of FamilyPoints project. The Final Year Project at the University of Alicante 2023-24,Multiple / Unknown,,,https://github.com/RK181/FamilyPoints-TFG-2023-24
Triple-DES-project-Image-security-by-Triple-DES,"This project aims to provide a secure way to transmit and store images using the Triple Data Encryption Standard (Triple DES) algorithm Project Includes Source Code, PPT, Synopsis, Report, Documents, Base Research Paper & Video tutorials",Computer Vision / AI,,,https://github.com/Projects-Developer/Triple-DES-project-Image-security-by-Triple-DES
silpam-nembol,Final year submission task for my friend,Multiple / Unknown,,,https://github.com/rimzzlabs/silpam-nembol
Non-Invasive-Blood-Group-Prediction-Using-Fingerprint-Analysis,"End-to-end system for non-invasive blood group prediction using fingerprint images, built with Python, TensorFlow, and Flask.",Computer Vision / AI,"flask,python,tensorflow",,https://github.com/wObbLee00/Non-Invasive-Blood-Group-Prediction-Using-Fingerprint-Analysis
